,_index,_type,_id,_score,_source.body
23,msmarco,_doc,MARCO_4342543,7.008497,"Distinctive styles of American popular music emerged early in the 19th century, and in the 20th century the American music industry developed a series of new forms of music, using elements of blues and other genres of American folk music. These popular styles included country, R&B, jazz and rock. The 1960s and 1970s saw a number of important changes in American popular music, including the development of a number of new styles, such as heavy metal, punk, soul, and hip hop."
24,msmarco,_doc,MARCO_4863221,7.0052786,"A home automation system is a technological solution that enables automating the bulk of electronic, electrical and technology-based tasks within a home. It uses a combination of hardware and software technologies that enable control and management over appliances and devices within a home."
25,msmarco,_doc,MARCO_6750473,6.9743853,"The target of the eco-innovation can be technological or non-technological in nature. Eco-innovation in products and processes tends to rely heavily on technological development; eco-innovation in marketing, organisations and institutions relies more on non-technological changes (OECD, 2007)."
26,msmarco,_doc,MARCO_1299618,6.9709854,"Research and development. Research and development (R&D, R+D, or Rn'D), also known in Europe as research and technological development (RTD), is activities in connection with corporate or government innovation. Research and development constitutes the first stage of development of a potential new service or product."
27,msmarco,_doc,MARCO_1923156,6.911714,"Teshmont Owner's Engineers Meet the Demand. The role of the Ownerâs Engineer is critical in the execution of projects big and small. Responsibilities of an Ownerâs Engineer may include: 1  Project evaluation, feasibility studies, and the development of alternative solutions.2  Developing a detailed scope definition at project inception, including size, location, schedule, labour and technological requirements.3  Reviewing the scope in the context of business objectives. 4  Considering ...s Ownerâs Engineer, Teshmont will: 1  Efficiently work throughout the project as the Ownerâs expert engineer. 2  Represent and respect the interests of the Owner from conception to completion. 3  Focus on attaining commercial operation on schedule and within budget, while meeting quality and reliability requirements. 4  Develop specifications which will 5  ... A"
28,msmarco,_doc,MARCO_405059,6.85437,Biotechnology uses of biological processes in the development or manufacture of a product or in the technological solution to a problem.iotechnology uses of biological processes in the development or manufacture of a product or in the technological solution to a problem.
29,msmarco,_doc,MARCO_4623734,6.83873,"Cultural artifacts, whether ancient or current, have a significance because they offer an insight into: technological processes, economic development and social structure, among other attributes.ultural artifacts, whether ancient or current, have a significance because they offer an insight into: technological processes, economic development and social structure, among other attributes."
30,msmarco,_doc,MARCO_2034556,6.834839,Zodiac is the World's oldest and original inflatable boat manufacturer with over 100 years of technological development in boat design and material science.odiac is the World's oldest and original inflatable boat manufacturer with over 100 years of technological development in boat design and material science.
31,msmarco,_doc,MARCO_3364327,6.8212795,"After experiencing the 10-year turmoil of the cultural revolution, Chinas political, economic, cultural, and scientific and technological developments entered a recovery period. The government re-formulated the outline of the national science and technology development plan. The number of important scientific and technological achievements in 1979 alone exceeded the total number of the previous 10 years."
32,msmarco,_doc,MARCO_6884301,6.813573,"Printable Version. Although slavery was highly profitable, it had a negative impact on the southern economy. It impeded the development of industry and cities and contributed to high debts, soil exhaustion, and a lack of technological innovation.rintable Version. Although slavery was highly profitable, it had a negative impact on the southern economy. It impeded the development of industry and cities and contributed to high debts, soil exhaustion, and a lack of technological innovation."
33,msmarco,_doc,MARCO_8649580,6.8097296,Science and technology moral issues often include aspects which give many other nations a moral stake. Nations that do not engage in particular scientific research or technological development are affected by the successful results achieved by the nations who do.cience and technology moral issues often include aspects which give many other nations a moral stake. Nations that do not engage in particular scientific research or technological development are affected by the successful results achieved by the nations who do.
34,msmarco,_doc,MARCO_7428272,6.802067,"DEFINITION of 'Chief Technology Officer - CTO' A chief technology officer is an executive who is responsible for the management of an organization's research and development (R&D) and technological needs. A chief technology officer (CTO) examines the short- and long-term needs of an organization, and utilizes capital to make investments designed to help the organization reach its objectives. An executive who is responsible for the management of an organization's research and development (R&D) and technological needs."
35,msmarco,_doc,MARCO_544846,6.7944336,"In European history, the 15th century is seen as the bridge between the Late Middle Ages, the Early Renaissance, and the Early modern period. Many technological, social and cultural developments of the 15th century can in retrospect be seen as heralding the  European miracle  of the following centuries.n European history, the 15th century is seen as the bridge between the Late Middle Ages, the Early Renaissance, and the Early modern period. Many technological, social and cultural developments of the 15th century can in retrospect be seen as heralding the  European miracle  of the following centuries."
36,msmarco,_doc,MARCO_805656,6.7944336,"One notable technological development is the introduction of internet-capable TVs. To connect the Internet to a TV, owners need to have an Internet-ready TV, Internet access, an Ethernet or wireless connection, and a remote device that can initialize the Internet menus on the televisions.ne notable technological development is the introduction of internet-capable TVs. To connect the Internet to a TV, owners need to have an Internet-ready TV, Internet access, an Ethernet or wireless connection, and a remote device that can initialize the Internet menus on the televisions."
37,msmarco,_doc,MARCO_7918621,6.7944336,"Which lens options are right for you. There are many types of lenses which offer different levels of performance; from the latest technological developments with tailor-made options for the best possible vision, to great value ranges suitable for all budgets-available in both single vision and varifocal.here are many types of lenses which offer different levels of performance; from the latest technological developments with tailor-made options for the best possible vision, to great value ranges suitable for all budgets-available in both single vision and varifocal."
38,msmarco,_doc,MARCO_4564792,6.7906275,Best lighting for indoor cannabis growing. LED lights. Indoor weed growing lighting methods have been changing lately do to technological developments and discoveries of how different light spectrums are used my cannabis plants.Simply sticking a bright light over your plants for the duration of their grow and flowering cycles is longer seen as adequate.est lighting for indoor cannabis growing. LED lights. Indoor weed growing lighting methods have been changing lately do to technological developments and discoveries of how different light spectrums are used my cannabis plants.
39,msmarco,_doc,MARCO_4316001,6.790483,"The popular image of World War I is soldiers in muddy trenches and dugouts, living miserably until the next attack. This is basically correct. Technological developments in engineering, metallurgy, chemistry, and optics had produced weapons deadlier than anything known before."
40,msmarco,_doc,MARCO_6015842,6.789362,"Tweet. Key difference: A country is deemed to be developing or developed mainly on the basis of economics, per capita income, industrialization, literacy rate, living standards etc. A developed country has a highly developed economy and advanced technological infrastructure relative to other less developed nations.ey difference: A country is deemed to be developing or developed mainly on the basis of economics, per capita income, industrialization, literacy rate, living standards etc."
41,msmarco,_doc,MARCO_2551698,6.783037,Best lighting for indoor cannabis growing. LED lights. Indoor weed growing lighting methods have been changing lately do to technological developments and discoveries of how different light spectrums are used my cannabis plants.Simply sticking a bright light over your plants for the duration of their grow and flowering cycles is longer seen as adequate.ndoor weed growing lighting methods have been changing lately do to technological developments and discoveries of how different light spectrums are used my cannabis plants. Simply sticking a bright light over your plants for the duration of their grow and flowering cycles is longer seen as adequate.
42,msmarco,_doc,MARCO_4101367,6.783037,The manuscript investigated the impact that technology has had on the hotel and restaurant industry. A detailed review of the literature regarding the growth of technology in the industry was linked to the development of strategic direction.The manuscript also looked at the strategic analysis methodology for evaluating and taking advantage of current and future technological innovations for the hospitality industry. detailed review of the literature regarding the growth of technology in the industry was linked to the development of strategic direction. The manuscript also looked at the strategic analysis methodology for evaluating and taking advantage of current and future technological innovations for the hospitality industry.
43,msmarco,_doc,MARCO_1778261,6.7754765,"by Michael Wright. Zeppelins. Germany was ahead of the allies in airship technological development in 1914. It had been driven by advancements made by the Zeppelin Airship Construction Company, whose first airship took to the skies in 1900.Zeppelins, named after their creator, Count Ferdinand von Zeppelin, were first used for reconnaissance purposes, but within months of the warâs outbreak they were being used as weapons.In 1915, Germany started using them to bomb British cities, and hit London for the first time in May 1915.ermany was ahead of the allies in airship technological development in 1914. It had been driven by advancements made by the Zeppelin Airship Construction Company, whose first airship took to the skies in 1900."
44,msmarco,_doc,MARCO_5722623,6.7754765,"Best Answer: Mining, in its broadest sense, the process of obtaining useful minerals from the earthâs crust.The process includes excavations in underground mines and surface excavations in open-pit, or open cut (strip) mines.In addition, recent technological developments may soon make economically feasible the mining of metallic ores from the seafloor.he process includes excavations in underground mines and surface excavations in open-pit, or open cut (strip) mines. In addition, recent technological developments may soon make economically feasible the mining of metallic ores from the seafloor."
45,msmarco,_doc,MARCO_7162031,6.7699356,"Technology development cycle. According to the Encyclopedia of Earth, In the simplest formulation, innovation can be thought of as being composed of research, development, demonstration, and deployment. Technology development cycle describes the process of a new technology through the stages of technological maturity: Research and development"
46,msmarco,_doc,MARCO_5722624,6.7679434,"Rating Newest Oldest. Best Answer: Mining, in its broadest sense, the process of obtaining useful minerals from the earthâs crust. The process includes excavations in underground mines and surface excavations in open-pit, or open cut (strip) mines.In addition, recent technological developments may soon make economically feasible the mining of metallic ores from the seafloor.he process includes excavations in underground mines and surface excavations in open-pit, or open cut (strip) mines. In addition, recent technological developments may soon make economically feasible the mining of metallic ores from the seafloor."
47,msmarco,_doc,MARCO_70172,6.758273,"Cycle of research and development. Research and development (R&D or R+D), also known in Europe as research and technical (or technological) development (RTD), is a general term for activities in connection with corporate or governmental innovation. Research and development is situated at the front end of the innovation life cycle, which may end with commercialization."
48,msmarco,_doc,MARCO_1708752,6.6878414,"1 Social factors contribute to the success or failure of a technology. 2  Successful technologies may be technologically superior and failed ones technologically inferior, but even if so, thatâs only part of the story of their success or failure. 3  Technological development occurs recursively."
49,msmarco,_doc,MARCO_6042802,6.6511784,"Technological and industrial history of the United States. The technological and industrial history of the United States describes the United States' emergence as one of the most technologically advanced nations in the world. The availability of land and literate labor, the absence of a landed aristocracy, the prestige of entrepreneurship, the diversity of climate and a large easily accessed upscale and literate free market all contributed to America's rapid industrialisation. The availability of capital, development by the free market of navigable rive"
50,msmarco,_doc,MARCO_6411206,6.625677,"Personal Development Planning (PDP) is a process designed to enable you to think about, and plan for, your own personal, academic and career development. Throughout your degree you will be encouraged to reflect on your progress and achievements, and to identify areas you wish to develop and improve on.ersonal Development Planning (PDP) is a process designed to enable you to think about, and plan for, your own personal, academic and career development. Throughout your degree you will be encouraged to reflect on your progress and achievements, and to identify areas you wish to develop and improve on."
51,msmarco,_doc,MARCO_8092355,6.604886,"of economic and technological development powered directly or indirectly by fossil fuel consumption. Next, it will examine the notion â implicit in the view that developing countries will be"
52,msmarco,_doc,MARCO_7464624,6.603655,"3. The easiest way to transfer music to the iPhone is by using the automatic sync method. To do this: 1  On the iTunes main window pane, click on the Music menu tab at the top of the screen. 2  Ensure the check box next to the Sync Music option is enabled -- click this check box if not.3  To enable the transfer of all your music, click the radio button next to the Entire music option.o do this: 1  On the iTunes main window pane, click on the Music menu tab at the top of the screen. 2  Ensure the check box next to the Sync Music option is enabled -- click this check box if not. 3  To enable the transfer of all your music, click the radio button next to the Entire music option."
53,msmarco,_doc,MARCO_82420,6.581357,"Accordingly, those wishing to capitalize the cost of internally developed or purchased software to be included in a broader product should, to the extent possible, delay internal software development work or the purchase of software until after technological feasibility of the broader product has been established."
54,msmarco,_doc,MARCO_935068,6.5784283,"Rivalry between the countries may also be ascribed to technological advancements, as the countries compete for the development of new warfare techniques and equipments.On the other hand while many people live in horrible conditions and famine governments spend a lot of money on developing weapon industry."
55,msmarco,_doc,MARCO_8141155,6.5784283,"Thus, the key difference between commercial farming and less-developed forms of agriculture is the new emphasis on capital formation, scientific progress and technological development, as opposed to a reliance mainly on natural resource utilization that is common to subsistence and diversified agriculture."
56,msmarco,_doc,MARCO_2338264,6.573936,"The adoption of the mobile phone by young people has been a global phenomenon in recent years. It is now an integral part of adolescentsâ daily lives and is for the majority, the most popular form of electronic communication. In fact, the mobile phone has turned from a technological tool to a social tool.This paper explores the impact of the mobile phone on youth peer relationships, on family relationships and on the institution of the school. Young people use the mobile phone in positive ways to organise and maintain their social networks.However, there are also negative impacts on young peoplesâ peer relationships.he adoption of the mobile phone by young people has been a global phenomenon in recent years. It is now an integral part of adolescentsâ daily lives and is for the majority, the most popular form of electronic communication. In fact, the mobile phone has turned from a technological tool to a social tool."
57,msmarco,_doc,MARCO_5314079,6.566744,"Development was transferred to the new-founded company Rae Technology, a spin-off from Apple Computer. At Rae, the two Arora brothers and David Kleinberg developed an object-oriented environment called SOLO (Structure of Linked Objects), which is the technological basis of NetObjects Fusion."
58,msmarco,_doc,MARCO_3584167,6.5633574,"By 1968, the soul music genre had begun to splinter. Some soul artists developed funk music, while other singers developed slicker, more sophisticated, and in some cases more politically conscious varieties. By the early 1970s, soul music had been influenced by psychedelic rock and other genres.The United States saw the development of neo soul around 1994.ome soul artists developed funk music, while other singers developed slicker, more sophisticated, and in some cases more politically conscious varieties. By the early 1970s, soul music had been influenced by psychedelic rock and other genres. The United States saw the development of neo soul around 1994."
59,msmarco,_doc,MARCO_1299613,6.55801,"R&D activities differ from institution to institution, with two primary models of an R&D department either staffed by engineers and tasked with directly developing new products, or staffed with industrial scientists and tasked with applied research in scientific or technological fields, which may facilitate future product development."
60,msmarco,_doc,MARCO_8147918,6.549302,"Abstract Cryosurgery is a surgical technique that employs freezing to destroy undesirable tissue. Developed first in the middle of the nineteenth century it has recently incorporated new imaging technologies and is a fast growing minimally invasive surgical technique. A historical review of the field of cryosurgery is presented, showing how technological advances have affected the development of the field."
61,msmarco,_doc,MARCO_7414278,6.5435104,"Economic Effects of Climate Change. REPORT SUMMARY: Climate Change Background (causes, consensus), Impacts of Climate Change on Growth & Development, Estimated Costs in Developing Countries, Effects on Global Food Supply (agriculture, production), Diseases, Climate Change Policy, Technological Innovation, Carbon Tax, Low Carbon Economy."
62,msmarco,_doc,MARCO_3979646,6.534844,"Morgan postulated that the stages of technological development were associated with a sequence of different cultural patterns. For example, he speculated that the family evolved through six stages. Human society began as a horde living in promiscuity, with no sexual prohibitions and no real family structure.n the early years of anthropology, the prevailing view of anthropologists and other scholars was that culture generally develops (or evolves) in a uniform and progressive manner."
63,msmarco,_doc,MARCO_94900,6.5290804,"In terms of Audi, there is Quattro GmbH. This subsidiary of Audi takes the conventional A-series cars and adds a host of technological and performance enhancements. From the A4 series, Quattro GmbH developed the RS4 â the top tier of the A4âs development. Where the A4âs largest engine option was a 252 hp 3.2L V6, the RS4 came powered with a 414 hp 4.2L V8."
64,msmarco,_doc,MARCO_6217259,6.5290804,"Man made disasters. Man made disasters are those disasters that may be smaller in magnitude but have increased in frequency with all the development and advancement. These are hazards that are a result of human intent or negligence, or result from human designs that cannot withstand natural forces.he sad and tragic part of this debate between natural and man made disasters is that as mankind has developed and become technologically advanced, frequency and magnitude of man made disasters has increased in the same proportion."
65,msmarco,_doc,MARCO_8121656,6.517586,"The economy of Israel is technologically advanced by global standards. As of 2015, Israel ranks in the top 20 nations in the world on the UN's Human Development Index, which places it in the category of Very Highly Developed, allowing the country to enjoy a high standard of living comparable to many Western countries such as Austria, France and Finland. The prosperity of Israel's advanced economy allows the country to have a sophisticated welfare state, a powerful modern military said to posse"
66,msmarco,_doc,MARCO_711080,6.5165825,All of the following are associated with modernization except ______________. a. urbanization b. technological development c. agricultural development d. industrialization e. linguistic development ANS: e PG: 379 LO: 10 33.
67,msmarco,_doc,MARCO_4599874,6.5118556,"Computer Technology. There have been many technological breakthroughs because of the space program. Remember that on the Mercury, Gemini, and Apollo space craft room was limited. Devices had to be small, and light weight, usually they performed only one function.The same was true with the Space Shuttle.hile you wouldn't think that there would be improvements in medicine because of the space program there were several important developments. In the area of breast cancer, there were new sensors developed to detect breast cancer that were more efficient and used smaller x-ray exposures to reduce radiation hazards."
68,msmarco,_doc,MARCO_5775165,6.5029306,"Research and Development (R&D), also known in Europe as research and technical (or technological) development (RTD), is a general term for activities in connection with corporate or governmental innovation.esearch and development is of great importance in business as the level of competition, production processes and methods are rapidly increasing."
69,msmarco,_doc,MARCO_8190325,6.500988,"R&D: âResearch and development (R&D), also known in Europe as research and technical (or technological) development (RTD), is a general term for activities in connection with corporate or governmental innovation. Research and development is a component of Innovation and is situated at the front end of the Innovation life cycle."
70,msmarco,_doc,MARCO_6090121,6.500427,"Victoria II is a grand strategy wargame developed by Paradox Development Studio and published by Paradox Interactive, sequel to 2003's Victoria. It was announced on 19 August 2009 and was released on 13 August 2010.Virtual Programming published the Mac OS X version of the game on September 17, 2010.ike its predecessor, Victoria II allows for the player to take control of and manage a 19th-century state including its political, diplomatic, economic, military, and technological aspects."
71,msmarco,_doc,MARCO_8722860,6.4889765,"For other genres see Popular Music Genres. Country music was one of the first genres of modern American popular music, and old-time music was its earliest style. It developed in the southeastern states of the USA as a mix of folk music from the British Isles, church music and African American blues.nother style called bluegrass developed in the early 1950s. It was a revival of old-time country music led by Bill Monroe and the Blue Grass Boys. In the 70s, the Nitty Gritty Dirt Band became popular, and since the mid-80s the most successful bluegrass artist has been Alison Krauss."
72,msmarco,_doc,MARCO_1414868,6.4816637,"Fifth generation computing devices, based on artificial intelligence, are still in development, though there are some applications, such as voice recognition, that are being used today. The use of parallel processing and superconductors is helping to make artificial intelligence a reality.he history of computer development is often in reference to the different generations of computing devices. Each of the five generations of computers is characterized by a major technological development that fundamentally changed the way computers operate."
73,msmarco,_doc,MARCO_3565469,6.4816637,"The economic and urban development along the course of the Grand Canal bears witness to the functioning core of a great agricultural civilisation, and to the decisive role played in this respect by the development of waterway networks. Criterion (iv): The Grand Canal is the longest and oldest canal in the world. It bears witness to a remarkable and early development of hydraulic engineering. It is an essential technological achievement dating from before the Industrial Revolution."
74,msmarco,_doc,MARCO_1338839,6.4701586,"An oral culture, utilizing language and the spoken word, is dependent upon memory. Ans: 3. The arrival of writing was a great equalizer in society because information and knowledge were widely transmitted. Ans: 4. China was responsible for the development of paper and block printing. Ans: 5. The printing press facilitated the development of everyday language in Europe Ans: 6. A technological determinist would say the invention of the printing press is responsible for the many changes resulting after its development."
75,msmarco,_doc,MARCO_3318510,6.451129,Best lighting for indoor cannabis growing. LED lights. Indoor weed growing lighting methods have been changing lately do to technological developments and discoveries of how different light spectrums are used my cannabis plants.Simply sticking a bright light over your plants for the duration of their grow and flowering cycles is longer seen as adequate.ith the development of CFL grow lights the need of use of HID lighting has been by and large replaced. LED (Light Emitting Diodes) lights. The development of LED lights for growing is still in its infancy but holds the greatest promise for the future due to the huge saving in electricity costs.
76,msmarco,_doc,MARCO_7244399,6.445963,"Regionalism is an American realist modern art movement that was popular during the 1930s. The artistic focus was from artists who shunned city life, and rapidly developing technological advances, to create scenes of rural life."
77,msmarco,_doc,MARCO_8167149,6.443029,"Regionalism Regionalism is an American realist modern art movement that was popular during the 1930s. The artistic focus was from artists who shunned city life, and rapidly developing technological advances, to create scenes of rural life."
78,msmarco,_doc,MARCO_8254767,6.428402,"Regionalism or American Scene painting is an American realist modern art movement that was popular from 1920s through the 1950s in the United States. The artistic focus was from artists who shunned city life, and rapidly developing technological advances, to create scenes of rural life."
79,msmarco,_doc,MARCO_761541,6.419511,"medical engineering, a field of study of biomedical engineering and technologic concepts applied to develop equipment and instruments required in health care delivery.edical engineering, a field of study of biomedical engineering and technologic concepts applied to develop equipment and instruments required in health care delivery."
80,msmarco,_doc,MARCO_3584164,6.4071054,"It combines elements of African-American gospel music, rhythm and blues and jazz. Soul music became popular for dancing and listening in the United States; where record labels such as Motown, Atlantic and Stax were influential in the civil rights era.ome soul artists developed funk music, while other singers developed slicker, more sophisticated, and in some cases more politically conscious varieties. By the early 1970s, soul music had been influenced by psychedelic rock and other genres. The United States saw the development of neo soul around 1994."
81,msmarco,_doc,MARCO_6149097,6.402128,"Settlement in the Great Plains did not fully develop until technological advances allowed this area, once considered a treeless wasteland, to be a viable destination for settlers.These advances included the steel plow, sod houses, railroads, and dry farming techniques.ettlement in the Great Plains did not fully develop until technological advances allowed this area, once considered a treeless wasteland, to be a viable destination for settlers."
82,msmarco,_doc,MARCO_3497377,6.398285,"About Nepal. Economy Of Nepal. Nepal is developing county with an agricultural economy. In recent years, the country's efforts to expand into manufacturing industries and other technological sectors have achieved much progress.Farming is the main economic activity followed by manufacturing, trade and tourism.conomy Of Nepal. Nepal is developing county with an agricultural economy. In recent years, the country's efforts to expand into manufacturing industries and other technological sectors have achieved much progress."
83,msmarco,_doc,MARCO_405052,6.39445,"Biotechnology. Biotechnology is the use of living systems and organisms to develop or make useful products, or any technological application that uses biological systems, living organisms or derivatives thereof, to make or modify products or processes for specific use.iotechnology. Biotechnology is the use of living systems and organisms to develop or make useful products, or any technological application that uses biological systems, living organisms or derivatives thereof, to make or modify products or processes for specific use."
84,msmarco,_doc,MARCO_1123799,6.3862267,"The most distinctive development in the aesthetics of music in the 20th century was that attention was directed at the distinction between 'higher' and 'lower' music, now understood to align with the distinction between art music and popular music, respectively.heodor Adorno was a prominent philosopher who wrote on the aesthetics of popular music. A Marxist, Adorno was extremely hostile to popular music. His theory was largely formulated in response to the growing popularity of American music in Europe between World War I and World War II."
85,msmarco,_doc,MARCO_8236990,6.3857517,"Technological innovations and improvements in the production process and efficiency gains have enabled dairy producers worldwide to cater to the increasing needs of customer in different forms like condensed milk,"
86,msmarco,_doc,MARCO_2110126,6.3837895,"Open computing, open standards, open source software, and commercial software which implements open standards are all succeeding because they are enablers of technological evolution and because businesses and governments recognize value in them."
87,msmarco,_doc,MARCO_3143810,6.382989,"The media are not the sole source of information for voters, but in a world dominated by mass communications, it is increasingly the media that determine the political agenda, even in less technologically developed countries.A report by the Cairo Institute for Human Rights Studies put it this way:he media are not the sole source of information for voters, but in a world dominated by mass communications, it is increasingly the media that determine the political agenda, even in less technologically developed countries. A report by the Cairo Institute for Human Rights Studies put it this way:"
